"external_gene_name","entrezgene_id"
"KRTAP20-2",337976
"MSANTD2",79684
"KIAA0040",9674
"KRTAP20-3",337985
"RB1",5925
"FBN2",2201
"ADAMTS12",81792
"RXFP3",51289
"SSR4",6748
"ARRDC5",645432
"SLAMF7",57823
"QRICH1",54870
"LEAP2",116842
"TNR",7143
"KIF4A",24137
"LCA5",167691
"ESR2",2100
"RBMY1F",159163
"SLC45A2",51151
"IDH3G",3421
"GPR157",80045
"PAGE1",8712
"LGR6",59352
"PAGE4",9506
"ARHGEF3",50650
"CTSH",1512
"RCBTB2",1102
"TH",7054
"TARS3",123283
"PDZD11",51248
"SF3A3",10946
"TMEM167A",153339
"FAM155A",728215
"XRCC4",7518
"ICA1L",130026
"TMEM98",26022
"RAI2",10742
"ZNF774",342132
"DNASE1L2",1775
"MTHFSD",64779
"BUB1",699
"ITSN2",50618
"CEP120",153241
"MCC",4163
"E4F1",1877
"ITGBL1",9358
"LPAR6",10161
"CDH8",1006
"SYNE2",23224
"EMC6",83460
"CTNS",1497
"PNKD",25953
"SCUBE3",222663
"TMPO",7112
"SPATA12",353324
"DCP2",167227
"SORCS3",22986
"SLC1A2",6506
"PDE1A",5136
"CATIP",375307
"FGF14",2259
"TSSK1B",83942
"CEP78",84131
"KRTAP21-3",100288323
"TMBIM1",64114
"DCBLD1",285761
"KRTAP21-1",337977
"KRTAP21-2",337978
"CHP1",11261
"UNKL",64718
"HSDL1",83693
"ROS1",6098
"H1-8",132243
"LILRB3",11025
"LILRB3",102725035
"LILRB3",107987425
"LILRB3",107987462
"PRG4",10216
"CD276",80381
"IQGAP1",8826
"GNPTG",84572
"STOX2",56977
"ZBTB21",49854
"P2RX5",5026
"GOPC",57120
"MRPL54",116541
"ENPP6",133121
"TPR",7175
"RAX2",84839
"ZNF449",203523
"ARHGAP23",57636
"SLC35G3",146861
"UBE2T",29089
"GGT6",124975
"SMIM10L2A",399668
"CD247",919
"TOP3A",7156
"ABCC1",4363
"INTS6L",203522
"ISOC1",51015
"EMD",2010
"SLFN5",162394
"PPY",5539
"HUS1B",135458
"DNAH8",1769
"C3orf20",84077
"EXOC2",55770
"NXF3",56000
"ENOX2",10495
"ABCA7",10347
"CREG1",8804
"APC2",10297
"SH3BGRL2",83699
"CHSY3",337876
"PYY",5697
"ADGRF4",221393
"LIPH",200879
"MINAR2",100127206
"ASCL5",647219
"MLPH",79083
"IL13RA1",3597
"TAX1BP3",30851
"ADAMTS19",171019
"SMTNL2",342527
"PLXND1",23129
"UHRF1",29128
"ADGRF2",222611
"DGKZ",8525
"TRIP4",9325
"LY9",4063
"C19orf25",148223
"TMEM126B",55863
"FAM207A",85395
"RANBP2",5903
"FADS1",3992
"H6PD",9563
"SPSB1",80176
"PPP1R1B",84152
"CFHR4",10877
"COL19A1",1310
"ADAR",103
"PIGR",5284
"NDST3",9348
"PRMT2",3275
"NUSAP1",51203
"DNAAF1",123872
"CENPBD1",92806
"PRKAG3",53632
"RCSD1",92241
"BEND2",139105
"ROBO3",64221
"TAF1C",9013
"DAGLA",747
"INSYN1",388135
"GCM1",8521
"ELP2",55250
"OVGP1",5016
"LMBRD1",55788
"OR4F6",390648
"OR4F15",390649
"PGC",5225
"TMEM258",746
"FOXC2",2303
"ATAD5",79915
"NAGS",162417
"FOXL1",2300
"RBMY1J",378951
"TMEM18",129787
"MYRF",745
"FCAMR",83953
"OIP5",11339
"EFL1",79631
"CFHR2",3080
"CYB5B",80777
"AGTR1",185
"COMTD1",118881
"AFF4",27125
"FADS2",9415
"C1orf116",79098
"BCLAF3",256643
"GOLGA6L10",647042
"WNT6",7475
"TOX",9760
"CFHR5",81494
"KCNF1",3754
"CHRNB3",1142
"ADAD2",161931
"ANP32D",23519
"TGFBI",7045
"TRPV4",59341
"AKAP13",11214
"DNAJC10",54431
"TMEM9",252839
"FEN1",2237
"C12orf54",121273
"SPATA31A1",647060
"C2orf50",130813
"ZNF503",84858
"OR8S1",341568
"SLC35B2",347734
"ADARB1",104
"RHOC",389
"MATN1",4146
"CHRNA6",8973
"NCAM2",4685
"OR4F4",26682
"SLFN11",91607
"ZDHHC16",84287
"ELOVL4",6785
"CT45A1",541466
"GDPD2",54857
"DST",667
"AKAP9",10142
"NFKBIE",4794
"FNBP1L",54874
"LIG4",3981
"PPM1J",333926
"CT45A3",441519
"ZCCHC12",170261
"PLA2G4E",123745
"CT45A5",441521
"RIPK1",8737
"ALOX15",246
"FAM174A",345757
"ABHD13",84945
"KRTAP8-1",337879
"CT45A6",541465
"WNT10A",80326
"TNFSF13B",10673
"CT45A2",728911
"CT45A7",101060211
"CDK5R2",8941
"USP49",25862
"TMEM101",84336
"SLC39A6",25800
"FAM216A",29902
"IRF2",3660
"ELOVL5",60481
"FEV",54738
"TCTE1",202500
"PRICKLE4",29964
"AARS2",57505
"GPN3",51184
"PLA2G4D",283748
"FRS3",10817
"SEC14L3",266629
"TMEM151B",441151
"TOMM6",100188893
"PFKFB2",5208
"SPATS1",221409
"BPHL",670
"ZNF76",7629
"CT45A8",102723737
"COP1",64326
"NUS1",116150
"INO80D",54891
"CT45A9",102723680
"FHL3",2275
"MPZL1",9019
"HIKESHI",51501
"LALBA",3906
"SLC35F1",222553
"RPS14",6208
"ALDH3A2",224
"DCLRE1B",64858
"C16orf95",100506581
"MAP1LC3B",81631
"ZMYM4",9202
"DMAC1",90871
"GLE1",2733
"FBXO31",79791
"UTP11",51118
"PRLH",51052
"POU3F1",5453
"NDST1",3340
"HIPK1",204851
"CT45A10",102723631
"MAGEA9B",728269
"SAGE1",55511
"NCKAP5L",57701
"BEX4",56271
"RAB17",64284
"CPB1",1360
"HSFX2",100130086
"BCDIN3D",144233
"GOLGA6L10",643707
"MAD2L1BP",9587
"CEP350",9857
"TMEM185A",84548
"LTBP2",4053
"FGD5",152273
"CD244",51744
"ARHGAP36",158763
"CPA3",1359
"TMCC1",23023
"CA8",767
"CCDC138",165055
"TEX13C",100129520
"PLN",5350
"LSM12",124801
"CEP85L",387119
"PTPN9",5780
"MAGEA11",4110
"SLC66A3",130814
"KLHL20",27252
"PCBP2",5094
"SAXO2",283726
"ODR4",54953
"TLE2",7089
"ST8SIA4",7903
"DCAF12L2",340578
"YOD1",55432
"RRAGC",64121
"MRPS18A",55168
"KDM4B",23030
"SLC47A2",146802
"GJA9",81025
"DCAF12L1",139170
"KRTAP7-1",337878
"SNUPN",10073
"MYCBP",26292
"KRTAP11-1",337880
"MRPS25",64432
"KRTAP19-8",728299
"RSPH9",221421
"RHBDL2",54933
"BCAR3",8412
"FOXQ1",94234
"SMAD5",4090
"FOXF2",2295
"ARSK",153642
"TUBB2A",7280
"NR2C2",7182
"SLC9A6",10479
"SRCIN1",80725
"PELP1",27043
"ZFYVE1",53349
"PLA2G4F",255189
"LMNA",4000
"DNPH1",10591
"LONRF3",79836
"ZNF609",23060
"CRYBA2",1412
"PRR32",100130613
"ZCCHC10",54819
"SYNPO",11346
"KLHL25",64410
"RASGRF1",5923
"FOXC1",2296
"TBC1D21",161514
"PCSK4",54760
"MYOZ3",91977
"PTPRD",5789
"MAP7D2",256714
"PPP1R12B",4660
"SLFN12",55106
"SLC25A33",84275
"PRR13",54458
"MMGT1",93380
"CNTN2",6900
"PSMG4",389362
"TRIM11",81559
"TUBB2B",347733
"HSFX1",100506164
"MAP3K12",7786
"SLC22A23",63027
"PDC",5132
"TRIM17",51127
"PCM1",5108
"MAGEA9",4108
"CENPL",91687
"ROBO4",54538
"LIPK",643414
"RBM22",55696
"LIPN",643418
"TEFM",79736
"KIAA1210",57481
"MAGEA8",4107
"WDR43",23160
"SLC39A10",57181
"TCEAL8",90843
"CPS1",1373
"CFAP65",255101
"SYT2",127833
"LIPM",340654
"GOLGA6L9",440295
"ANKRD22",118932
"MOSPD3",64598
"FRZB",2487
"AGBL1",123624
"MATK",4145
"PGRMC1",10857
"ERG",2078
"FAM184A",79632
"MLLT1",4298
"YTHDC2",64848
"KANSL2",54934
"SLFN13",146857
"SMIM32",389332
"U2AF1L5",102724594
"POLR1A",25885
"PTBP1",5725
"C4BPB",725
"TOGARAM2",165186
"SLCO4C1",353189
"USP27X",389856
"PCARE",388939
"FOXR1",283150
"HTR1A",3350
"MED20",9477
"MCM3AP",8888
"RNF180",285671
"ZBTB37",84614
"ACOXL",55289
"SNAPIN",23557
"DARS2",55157
"ILF2",3608
"GCLC",2729
"MAN1A1",4121
"SEC14L4",284904
"G6PC3",92579
"GPR150",285601
"ACER1",125981
"MCM9",254394
"BCL2L11",10018
"CYSLTR2",57105
"CLPP",8192
"ACTRT1",139741
"EDAR",10913
"CDH11",1009
"ASCL2",430
"ASF1A",25842
"TTBK1",84630
"TMEM201",199953
"RFESD",317671
"FNDC3A",22862
"PHLPP2",23035
"REEP6",92840
"HSPA4",3308
"GMDS",2762
"SPATA9",83890
"SPC24",147841
"CDC5L",988
"LDLR",3949
"RPL13",6137
"C11orf21",29125
"FRG1",2483
"TRO",7216
"TSPAN32",10077
"SLCO6A1",133482
"POLR2M",81488
"FAIM2",23017
"ANKIB1",54467
"DHRS9",10170
"MARVELD3",91862
"CFAP410",755
"LRRD1",401387
"MYZAP",100820829
"STOM",2040
"TRPC7",57113
"CYP51A1",1595
"LOXL1",4016
"RAD9B",144715
"KRIT1",889
"RAB18",22931
"TCEAL5",340543
"ITLN1",55600
"MPI",4351
"PTGS2",5743
"FSTL4",23105
"ANAPC1",64682
"H3-4",8290
"NCOA1",8648
"H2AW",92815
"H2BU1",128312
"DEF6",50619
"GCOM1",145781
"FRG2",448831
"TTK",7272
"VPS29",51699
"EOLA2",541578
"ARHGAP45",23526
"ADGRG4",139378
"LRRFIP1",9208
"ITLN2",142683
"CCDC81",60494
"HSFX4",101927685
"SLC22A7",10864
"SEC14L6",730005
"TRH",7200
"ADCY10",55811
"BEX2",84707
"OAZ2",4947
"CASP3",836
"MYO16",23026
"DHRS2",10202
"TCEAL7",56849
"ZNF318",24149
"CRIP3",401262
"PTH2R",5746
"NFAT5",10725
"RGS7BP",401190
"POLR2E",5434
"CTU2",348180
"F13B",2165
"SH3RF3",344558
"FAM219B",57184
"EIF1",10209
"RBM44",375316
"RHOBTB3",22836
"MKX",283078
"TUFM",7284
"ME3",10873
"RNF187",149603
"GLRX",2745
"MDK",4192
"GAST",2520
"COPS4",51138
"TRIM77",390231
"SUPT3H",8464
"DCTN4",51164
"PIEZO1",9780
"NDUFAF1",51103
"SPACA3",124912
"SPAG7",9552
"RUNX2",860
"SHISAL2B",100132916
"SREK1IP1",285672
"TPP2",7174
"PTPRS",5802
"ADAMTSL5",339366
"RNASEL",6041
"DLG3",1741
"ZCCHC14",23174
"HAP1",9001
"VPS39",23339
"SMARCA1",6594
"AKIRIN1",79647
"VCAN",1462
"BRS3",680
"RAB2A",5862
"PLK5",126520
"DNTTIP2",30836
"PDE9A",5152
"FSD2",123722
"QSOX1",5768
"AREL1",9870
"CPNE7",27132
"RHOU",58480
"TMEM81",388730
"ASPM",259266
"RGS16",6004
"C5orf15",56951
"OPN5",221391
"SHISA5",51246
"SLC37A4",2542
"IHH",3549
"HDAC5",10014
"ALKBH7",84266
"KCNN2",3781
"PSPN",5623
"DNASE1L1",1774
"C4BPA",722
"HTATSF1",27336
"IRS2",8660
"SCML2",10389
"TSC22D2",9819
"CHRM4",1132
"PLA2G4A",5321
"RIPPLY2",134701
"NDUFS5",4725
"TRIM49",57093
"PTCHD4",442213
"TAZ",6901
"MACIR",90355
"GYG1",2992
"LURAP1L",286343
"DPEP1",1800
"TYRP1",7306
"ZPBP2",124626
"GCLM",2730
"SLC15A1",6564
"RBBP5",5929
"NHEJ1",79840
"SH2B1",25970
"ALG1L2",644974
"WHAMM",123720
"ADCY3",109
"RGS8",85397
"CCNT1",904
"KLHL31",401265
"SLC23A3",151295
"SLC25A3",5250
"ATP2B3",492
"CSNK1G3",1456
"VDAC1",7416
"CENPO",79172
"CSTF1",1477
"PTRHD1",391356
"NDUFS1",4719
"CPA6",57094
"SPOCK1",6695
"CRABP1",1381
"ZNRF4",148066
"TRAPPC4",51399
"AP3B2",8120
"CYB5R4",51167
"VGLL1",51442
"TRPC1",7220
"HROB",78995
"AMBRA1",55626
"KCTD18",130535
"SGO2",151246
"SERP1",27230
"NUDT12",83594
"GTF2F1",2962
"CCDC84",338657
"OR4F17",81099
"SELENOT",51714
"EIF1AX",1964
"STOML1",9399
"RBM25",58517
"RPS25",6230
"MAP2",4133
"ASIC2",40
"RPL10",6134
"TIAM1",7074
"RTF1",23168
"EIF2A",83939
"PAPPA2",60676
"STOX1",219736
"WDR77",79084
"MRAP2",112609
"CLCN5",1184
"FCF1",51077
"ATP5PB",515
"EPOP",100170841
"HDGFL3",50810
"BTBD1",53339
"MLLT6",4302
"KLHL3",26249
"TMEM126A",84233
"TEX49",255411
"SOD1",6647
"AQP5",362
"AQP2",359
"PITHD1",57095
"PRY",9081
"TM6SF1",53346
"SEPTIN10",151011
"TRIM74",378108
"ANKRD34C",390616
"ADCY6",112
"PPP1R12C",54776
"TRIM64B",642446
"MCHR1",2847
"TMED3",23423
"SMAD6",4091
"CREBZF",58487
"SHMT1",6470
"TNNI3",7137
"MINAR1",23251
"AQP6",363
"UMODL1",89766
"RAMAC",83640
"PRIMPOL",201973
"CEP162",22832
"BNC1",646
"RACGAP1",29127
"ASTN1",460
"SLCO1B1",10599
"HOMER2",9455
"C17orf78",284099
"PTPRH",5794
"HAT1",8520
"ACACA",31
"C6",729
"IGFN1",91156
"SLCO1B3",28234
"CENPU",79682
"ADAP2",55803
"IVD",3712
"SLC25A12",8604
"C15orf40",123207
"SLCO1B3-SLCO1B7",338821
"SLCO1B3-SLCO1B7",115072896
"PDZD4",57595
"SMCR8",140775
"METAP1D",254042
"CD40LG",959
"CPEB1",64506
"CD55",1604
"CRTC3",64784
"CCDC89",220388
"ITPKA",3706
"BPY2",9083
"TAFA3",284467
"PCOLCE2",26577
"SMAD3",4088
"TCEAL9",51186
"RAN",5901
"ASB16",92591
"ACAA1",30
"SLC26A3",1811
"NPL",80896
"ARRB2",409
"PREX2",80243
"RPS17",6218
"TLE5",166
"DDX4",54514
"TSTD1",100131187
"F11R",50848
"CAMKMT",79823
"BAHD1",22893
"HAPLN1",1404
"SYT5",6861
"SAFB",6294
"KLHDC4",54758
"ARHGEF6",9459
"KIAA0895L",653319
"GAS8",2622
"RRM2B",50484
"ATG13",9776
"PKP1",5317
"EPS8L1",54869
"PPARD",5467
"NOL3",8996
"DAZ1",1617
"MMUT",4594
"PBX1",5087
"DBNDD1",79007
"DLEC1",9940
"GANC",2595
"LRRC1",55227
"SLC38A9",153129
"ZBTB41",360023
"GSDMB",55876
"TNNT1",7138
"JPH3",57338
"C1orf162",128346
"MAMLD1",10046
"GLP1R",2740
"ZNF608",57507
"TMEM87A",25963
"CHST14",113189
"BEX3",27018
"EDIL3",10085
"LHX4",89884
"ST3GAL4",6484
"MTM1",4534
"ORMDL3",94103
"ZNF287",57336
"ACBD6",84320
"HNRNPA0",10949
"SAFB2",9667
"PCGF2",7703
"PLCXD3",345557
"PLEKHJ1",55111
"CRYAA2",102724652
"NCKAP1",10787
"CHMP1A",5119
"SPDYE11",100996746
"STARD3",10948
"HARBI1",283254
"DDX20",11218
"OCRL",4952
"CAPN3",825
"CISD3",284106
"KHSRP",8570
"DSTYK",25778
"SENP2",59343
"AP3D1",8943
"RAP1A",5906
"C8orf34",116328
"GRAMD2B",65983
"INKA2",55924
"ALG13",79868
"IREB2",3658
"ADORA3",140
"SPATA33",124045
"TMIGD3",57413
"IGSF1",3547
"MEX3D",399664
"DNAAF3",352909
"YLPM1",56252
"TRIM36",55521
"CCDC32",90416
"SOWAHC",65124
"PPTC7",160760
"BCKDHB",594
"APLN",8862
"LTK",4058
"PAN2",9924
"PROX2",283571
"ARHGEF12",23365
"PKD2L2",27039
"TMEM86B",255043
"PPP6R1",22870
"DOT1L",84444
"DNAJC27",51277
"CDT1",81620
"KIRREL3",84623
"SF3A2",8175
"U2SURP",23350
"HSPBP1",23640
"FAM13B",51306
"CDK10",8558
"OR13H1",347468
"RBMX",27316
"CD5L",922
"DEPDC7",91614
"ARPC4",10093
"ZNF284",342909
"NUDT19",390916
"GNGT2",2793
"NUP37",79023
"TMEM214",54867
"TSPAN16",26526
"LEXM",163747
"HOXD1",3231
"CT47B1",643311
"SLC39A11",201266
"SH3BP2",6452
"CT47A12",100507170
"CT47A11",255313
"THEM4",117145
"HSD11B1",3290
"PPDPFL",492307
"CHST6",4166
"SMCHD1",23347
"OR13A1",79290
"DAPK2",23604
"MRPL10",124995
"CT47A10",728036
"G0S2",50486
"NCEH1",57552
"EPHA3",2042
"KCNN4",3783
"ARPC1B",10095
"TUBA1B",10376
"CT47A9",728042
"CCDC159",126075
"TVP23A",780776
"ERBB3",2065
"COX6B1",1340
"SERF1A",8293
"COLGALT1",79709
"QSER1",79832
"PROCA1",147011
"MAGIX",79917
"TXNDC5",81567
"CD302",9936
"ZSCAN31",64288
"MTRES1",51250
"PDCD5",9141
"HOXD9",3235
"KCNK2",3776
"TUBA1A",7846
"STUM",375057
"VSIG10",54621
"PEX5L",51555
"UPK1A",11045
"CT47A8",728049
"C11orf52",91894
"TRAF4",9618
"ITM2C",81618
"LY75-CD302",100526664
"RPF2",84154
"CRYAB",1410
"SF3B3",23450
"TP63",8626
"HS3ST1",9957
"DCDC2B",149069
"INSR",3643
"SLC6A18",348932
"INTS14",81556
"ZBTB32",27033
"POLE4",56655
"CHST5",23563
"RPL3L",6123
"TMEM234",56063
"BLOC1S5",63915
"TMEM231",79583
"ADGB",79747
"LYPD5",284348
"TMEM205",374882
"TUBA1C",84790
"S100A10",6281
"CFL2",1073
"AP1B1",162
"CASP4",837
"P4HB",5034
"LLPH",84298
"MCOLN2",255231
"SDR9C7",121214
"PDLIM7",9260
"S100A11",6282
"GPR85",54329
"BMP6",654
"TMBIM4",51643
"ZKSCAN3",80317
"RGS9BP",388531
"MEF2B",4207
"MEF2B",100271849
"STK32A",202374
"GABARAPL2",11345
"ANKRD27",84079
"EEF1E1",9521
"PRICKLE3",4007
"CPXM1",56265
"ADAT1",23536
"BLOC1S2",282991
"RPUSD3",285367
"AKR1E2",83592
"SMC6",79677
"HSPB2",3316
"ATP5MF-PTCD1",100526740
"ZNF283",284349
"EIF3I",8668
"C10orf53",282966
"KIAA1958",158405
"SRSF8",10929
"ABCB10",23456
"ENDOD1",23052
"LRRC30",339291
"TUBA3E",112714
"OCM",654231
"PTCD1",26024
"PPP2R2A",5520
"HSDL2",84263
"TTPAL",79183
"ITPKB",3707
"EML4",27436
"SIAH1",6477
"ZNF404",342908
"LY75",4065
"RDH16",8608
"TERT",7015
"PLP2",5355
"C20orf141",128653
"ZNF45",7596
"KCNAB1",7881
"SMIM30",401397
"HTR1E",3354
"BUD31",8896
"ZNF207",7756
"TMEM239",100288797
"CPSF4L",642843
"CRYAA",1409
"LONP2",83752
"CGA",1081
"COG1",9382
"APOD",347
"ZNF221",7638
"GPR182",11318
"DCDC2C",728597
"DPYSL3",1809
"CT47A7",653282
"NDUFB10",4716
"PFKFB3",5209
"BORCS8",729991
"CT47A6",255313
"CT47A6",728062
"RPL8",6132
"ZNF230",7773
"ALLC",55821
"CT47A5",728072
"ABCC5",10057
"SQOR",58472
"PTF1A",256297
"VNN2",8875
"CT47A4",728075
"LY96",23643
"GORASP1",64689
"CAMK1",8536
"AGPAT4",56895
"TMIE",259236
"NXT1",29107
"ZNF155",7711
"BEND3",57673
"CT47A3",728082
"GORASP2",26003
"MARCHF7",64844
"LRRC46",90506
"ZBTB39",9880
"FAM177B",400823
"UBXN1",51035
"RFPL1",5988
"NEFH",4744
"C17orf80",55028
"PRSS50",29122
"YIPF2",78992
"RPS7",6201
"VPS72",6944
"ALKBH3",221120
"HCCS",3052
"ITGAD",3681
"NDC80",10403
"NLRX1",79671
"RAB11FIP1",80223
"MSN",4478
"SBNO1",55206
"TMEM155",132332
"AGO3",192669
"RANBP9",10048
"NTN3",4917
"PLEKHS1",79949
"GEMIN5",25929
"SNF8",11267
"CSE1L",1434
"GNE",10020
"PLCG2",5336
"ARL6IP6",151188
"KIF20A",10112
"SHC2",25759
"RTL4",340595
"NR2F2",7026
"NT5C3B",115024
"TRPC5",7224
"MOGAT3",346606
"NAT16",375607
"AOC3",8639
"LSM7",51690
"CIRBP",1153
"PEAK3",374872
"POLR1C",9533
"AOC2",314
"DAAM2",23500
"ZBTB7A",51341
"JSRP1",126306
"LINGO3",645191
"CNGB1",1258
"XPO5",57510
"GTF2H2C",728340
"LRRC73",221424
"ISG20",3669
"BIRC6",57448
"GHDC",84514
"FASTKD2",22868
"SLC4A1",6521
"AP1S1",1174
"MDH1B",130752
"DGKG",1608
"ZC3H18",124245
"NUCKS1",64710
"LRP4",4038
"CYP26A1",1592
"GPR50",9248
"ANKRD66",100287718
"C2CD4C",126567
"SERPINE1",5054
"KANSL1L",151050
"ETV5",2119
"ITGA6",3655
"HMGB3",3149
"AL162231.1",730098
"CCL27",10850
"UBE2M",9040
"ZNF821",55565
"THEG",51298
"ATG12",9140
"NCLN",56926
"ATXN1L",342371
"PKD1L3",342372
"CHMP2A",27243
"PDK1",5163
"HCRT",3060
"AP3S1",1176
"MAGED1",9500
"RPE",6120
"CACNA1E",777
"LGALS9C",654346
"PGM3",5238
"FOXR2",139628
"PKN3",29941
"TRIM28",10155
"AQP9",366
"ACSL6",23305
"TECTA",7007
"ZBTB45",84878
"DENND2C",163259
"IL11RA",3590
"SLC52A1",55065
"ZNF324",25799
"SLC27A5",10998
"TFAP2B",7021
"RNF225",646862
"NAXD",55739
"RAB20",55647
"RPS5",6193
"ZFPM1",161882
"SLC45A3",85414
"MUC12",10071
"ZNF469",84627
"DEFB112",245915
"FHL2",2274
"UBE3D",90025
"DEFB114",245928
"PRPF4B",8899
"KIAA2012",100652824
"MTRNR2L10",100463488
"FAM217A",222826
"MSANTD3",91283
"RAB23",51715
"RFFL",117584
"NCF2",4688
"TMEFF1",8577
"FSIP2",401024
"MSANTD3-TMEFF1",100526694
"FANCA",2175
"SLC25A27",9481
"KAT2A",2648
"FMNL1",752
"PSMA4",5685
"FAM104B",90736
"SLC30A6",55676
"TDRD6",221400
"KCND3",3752
"SPATA32",124783
"PYGO2",90780
"PLA2G7",7941
"ZNF276",92822
"SWI5",375757
"ZNF274",10782
"LIG3",3980
"TRUB2",26995
"ZNF451",26036
"ZNF329",79673
"KRTAP12-4",386684
"ZNF830",91603
"KRTAP10-8",386681
"ECI2",10455
"KRTAP10-6",386674
"KRTAP10-10",353333
"KRTAP10-7",386675
"ARHGAP30",257106
"KRTAP10-4",386672
"GSK3B",2932
"VEGFA",7422
"KRTAP10-2",386679
"KRTAP10-3",386682
"KRTAP12-1",353332
"KRTAP10-12",386685
"ZNF135",7694
"KRTAP10-5",386680
"KRTAP10-1",386677
"KRTAP12-3",386683
"FAM135A",57579
"ZSCAN18",65982
"TSPEAR",54084
"KRTAP10-11",386678
"LHX9",56956
"SMG7",9887
"PSMG1",8624
"GPR108",56927
"C1orf53",388722
"PCNT",5116
"HYOU1",10525
"COTL1",23406
"ZSCAN1",284312
"KIAA1586",57691
"FZD7",8324
"GNA15",2769
"CDY1B",253175
"FAM83B",222584
"ZNF606",80095
"AC118549.1",26009
"SPATA2L",124044
"C3",718
"SHC1",6464
"ZNF804A",91752
"MEAK7",57707
"ZNF256",10172
"ZDHHC9",51114
"ADAMTSL3",57188
"ZNF552",79818
"MGST3",4259
"ZNF587",84914
"PLPP2",8612
"TRIM33",51592
"HEXIM2",124790
"HEXIM1",10614
"QARS1",5859
"MYLK4",340156
"PGGT1B",5229
"EFNA5",1946
"XPR1",9213
"PAQR9",344838
"CENPQ",55166
"UBTF",7343
"TMEM150B",284417
"ETS2",2114
"KCNN3",3782
"GLYATL3",389396
"C6orf141",135398
"FBXL17",64839
"MBD3",53615
"DLST",1743
"TBX18",9096
"KMT5C",84787
"APRT",353
"RS1",6247
"UQCR11",10975
"CDKL5",6792
"SAYSD1",55776
"PCSK1",5122
"SLC25A41",284427
"CCL2",6347
"BRINP3",339479
"COX6B2",125965
"YBEY",54059
"CCNQ",92002
"OR2J1",442185
"LYRM7",90624
"KCNK5",8645
"RNF135",84282
"FAM71E2",284418
"HINT1",3094
"WDR12",55759
"CCL7",6354
"EEF1B2",1933
"ELL2",22936
"SEMA4A",64218
"RETREG2",79137
"IL11",3589
"EFR3B",22979
"BRINP2",57795
"CNPY2",10330
"KIFC3",3801
"CCL11",6356
"CDC42SE2",56990
"ERAP1",51752
"KCNG4",93107
"CARF",79800
"TMEM190",147744
"KCNK17",89822
"CNPPD1",27013
"TMEM238",388564
"SLC7A5",8140
"ZFR2",23217
"BCL2A1",597
"GLTP",51228
"TCEAL4",79921
"ATXN7L3",56970
"RPL28",6158
"LMX1A",4009
"PLPPR3",79948
"SIX3",6496
"TCAP",8557
"URAD",646625
"PNMT",5409
"POU3F3",5455
"DUSP19",142679
"WFDC1",58189
"CLIC5",53405
"FBXW7",55294
"CAST",831
"CCL8",6355
"MAST2",23139
"UBE2S",27338
"TMCC2",9911
"CR2",1380
"ARHGAP1",392
"MRPS9",64965
"NQO1",1728
"SHISA7",729956
"NTRK3",4916
"CCL13",6357
"ISOC2",79763
"KCNQ5",56479
"CFLAR",8837
"AKAP4",8852
"RPS6KL1",83694
"NUAK2",81788
"ZNF628",89887
"AVPR2",554
"NAT14",57106
"TENT5A",55603
"CTSZ",1522
"SSC5D",284297
"DAZ2",57055
"L1CAM",3897
"ZNF408",79797
"ZNF624",57547
"SLC11A1",6556
"ATP5F1E",514
"SIX2",10736
"SBK2",646643
"SBK3",100130827
"TUBB1",81027
"ZNF579",163033
"CABP2",51475
"PGF",5228
"CCNB3",85417
"ZNF524",147807
"NUDT16L1",84309
"FIZ1",84922
"ZNF865",100507290
"ZNF784",147808
"EXOC6B",23233
"TCEAL3",85012
"CA5A",763
"RGMA",56963
"NPR1",4881
"CCDC106",29903
"SLC25A23",79085
"TCEAL1",9338
"RPL10A",4736
"POMC",5443
"ZNF581",51545
"KLHDC8A",55220
"ZNF580",51157
"STX6",10228
"F2",2147
"FLT3",2322
"MTMR1",8776
"U2AF2",11338
"RAMP2",10266
"KIAA1614",57710
"DENND1C",79958
"CRB1",23418
"NLRC5",84166
"ARHGAP4",393
"ATCAY",85300
"RPUSD2",27079
"PRELID3B",51012
"GPR45",11250
"NLRP9",338321
"BUB3",9184
"EIF2B2",8892
"CRB3",92359
"EPN1",29924
"ZNF831",128611
"VPS25",84313
"EDN3",1908
"RFPL4A",342931
"NT5E",4907
"RFPL4AL1",729974
"DPP4",1803
"LYRM9",201229
"GPR1",2825
"NLRP11",204801
"DUSP9",1852
"GPX4",2879
"GIT2",9815
"NF1",4763
"ZDHHC17",23390
"KIF18B",146909
"P3H4",10609
"ZNF106",64397
"MLIP",90523
"NLRP4",147945
"TCF7",6932
"LRRC3C",100505591
"NAA10",8260
"PFKFB1",5207
"GSDMA",284110
"NLRP13",126204
"ZFAND2B",130617
"NOS2",4843
"NLRP8",126205
"NLRP5",126206
"FER",2241
"PIGK",10026
"ZNF787",126208
"GPR101",83550
"MACF1",23499
"HSD17B4",3295
"ZNF444",55311
"ERBB2",2064
"ZIC3",7547
"GALP",85569
"DLX1",1745
"ZSCAN5B",342933
"GALNS",2588
"BLM",641
"ZSCAN5C",649137
"DGKK",139189
"SKP1",6500
"HUNK",30811
"TRIM49D1",399939
"TEX10",54881
"C1QL1",10882
"TRIM49D2",729384
"CCDC112",153733
"WNT8A",7478
"EXOC3L1",283849
"TRAPPC2L",51693
"MIEN1",84299
"TRIM64",120146
"OXCT1",5019
"PGAP3",93210
"INVS",27130
"AZU1",566
